dataset_name,type,layer,binarize_value,top_n,width,linear_macro_f1_score
AIM-Harvard/reject_prompts,Hidden States,12,1,20,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,12,1,0,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,12,1,50,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,12,1,20,65k,1.0
AIM-Harvard/reject_prompts,Hidden States,12,1,50,65k,0.9879014554028782
AIM-Harvard/reject_prompts,Hidden States,12,0,0,65k,0.9879014554028782
AIM-Harvard/reject_prompts,Hidden States,12,0,20,65k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,12,1,0,65k,0.9879014554028782
AIM-Harvard/reject_prompts,Hidden States,12,0,50,65k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,19,1,0,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,19,0,0,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,19,0,20,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,19,0,50,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,19,1,50,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,19,1,20,16k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,19,0,50,65k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,19,1,50,65k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,19,0,20,65k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,19,1,0,65k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,19,1,20,65k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,19,0,0,65k,1.0
AIM-Harvard/reject_prompts,Hidden States,20,0,20,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,20,0,0,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,20,0,50,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,20,1,50,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,20,1,20,16k,0.9919354838709676
AIM-Harvard/reject_prompts,Hidden States,20,1,0,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,20,1,50,16k,0.9879014554028782
AIM-Harvard/reject_prompts,Hidden States,20,1,20,16k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,20,0,0,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,20,0,50,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,20,1,0,16k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,20,0,20,16k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,31,1,50,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,31,1,20,16k,0.9879030291205306
AIM-Harvard/reject_prompts,Hidden States,31,0,50,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,31,0,20,16k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,31,1,0,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,31,1,50,16k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,31,0,50,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,31,1,0,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,31,0,0,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,31,1,20,16k,0.9919354838709676
AIM-Harvard/reject_prompts,Hidden States,31,0,20,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,5,0,20,16k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,5,0,0,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,5,0,50,16k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,5,1,50,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,5,1,0,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,5,1,20,16k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,5,0,20,65k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,5,1,0,65k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,5,1,20,65k,0.9879014554028782
AIM-Harvard/reject_prompts,Hidden States,5,0,50,65k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,5,0,0,65k,0.9838667707520166
AIM-Harvard/reject_prompts,Hidden States,5,1,50,65k,1.0
AIM-Harvard/reject_prompts,Hidden States,9,1,50,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,9,0,50,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,9,1,0,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,9,1,20,16k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,9,0,0,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,9,0,20,16k,0.99596767637351
AIM-Harvard/reject_prompts,Hidden States,9,0,50,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,9,0,20,16k,0.9919354838709676
AIM-Harvard/reject_prompts,Hidden States,9,1,50,16k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,9,1,20,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,9,0,0,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,9,1,0,16k,1.0
AIM-Harvard/reject_prompts,SAE Features,12,0,20,16k,0.99596767637351
AIM-Harvard/reject_prompts,SAE Features,19,0,20,16k,0.99596767637351
AIM-Harvard/reject_prompts,SAE Features,20,0,20,16k,0.9919349593495934
AIM-Harvard/reject_prompts,SAE Features,20,0,20,16k,0.99596767637351
AIM-Harvard/reject_prompts,SAE Features,31,0,20,16k,0.9919349593495934
AIM-Harvard/reject_prompts,SAE Features,31,0,20,16k,0.9919349593495934
AIM-Harvard/reject_prompts,SAE Features,5,0,20,16k,1.0
AIM-Harvard/reject_prompts,SAE Features,9,0,20,16k,0.99596767637351
AIM-Harvard/reject_prompts,SAE Features,9,0,20,16k,0.99596767637351
Anthropic/election_questions,Hidden States,12,0,50,16k,0.9865717375630858
Anthropic/election_questions,Hidden States,12,0,0,16k,0.986562049062049
Anthropic/election_questions,Hidden States,12,1,20,16k,0.986562049062049
Anthropic/election_questions,Hidden States,12,1,0,16k,0.986562049062049
Anthropic/election_questions,Hidden States,12,1,50,16k,0.9865717375630858
Anthropic/election_questions,Hidden States,12,0,20,16k,0.973124098124098
Anthropic/election_questions,Hidden States,12,0,20,65k,0.9663459366671184
Anthropic/election_questions,Hidden States,12,0,50,65k,0.9932776900518836
Anthropic/election_questions,Hidden States,12,1,20,65k,0.9596424702058504
Anthropic/election_questions,Hidden States,12,1,50,65k,0.9730949801372336
Anthropic/election_questions,Hidden States,12,1,0,65k,0.9664187514086094
Anthropic/election_questions,Hidden States,12,0,0,65k,0.9597152126892574
Anthropic/election_questions,Hidden States,19,0,20,16k,0.9664187514086094
Anthropic/election_questions,Hidden States,19,0,50,16k,0.9932776900518836
Anthropic/election_questions,Hidden States,19,0,0,16k,0.9865717375630858
Anthropic/election_questions,Hidden States,19,1,20,16k,0.9798512508451656
Anthropic/election_questions,Hidden States,19,1,50,16k,0.9798512508451656
Anthropic/election_questions,Hidden States,19,1,0,16k,0.9865717375630858
Anthropic/election_questions,Hidden States,19,0,0,65k,0.9597297297297296
Anthropic/election_questions,Hidden States,19,1,0,65k,0.9664429530201344
Anthropic/election_questions,Hidden States,19,0,50,65k,0.986562049062049
Anthropic/election_questions,Hidden States,19,0,20,65k,0.986562049062049
Anthropic/election_questions,Hidden States,19,1,20,65k,0.993283750281722
Anthropic/election_questions,Hidden States,19,1,50,65k,0.986562049062049
Anthropic/election_questions,Hidden States,20,1,20,16k,0.9798330701556508
Anthropic/election_questions,Hidden States,20,1,50,16k,0.986562049062049
Anthropic/election_questions,Hidden States,20,0,50,16k,0.986562049062049
Anthropic/election_questions,Hidden States,20,0,20,16k,0.986562049062049
Anthropic/election_questions,Hidden States,20,0,0,16k,1.0
Anthropic/election_questions,Hidden States,20,1,0,16k,0.993283750281722
Anthropic/election_questions,Hidden States,20,0,0,16k,0.986562049062049
Anthropic/election_questions,Hidden States,20,0,50,16k,0.9932776900518836
Anthropic/election_questions,Hidden States,20,1,20,16k,0.9932776900518836
Anthropic/election_questions,Hidden States,20,1,50,16k,0.9865474900686168
Anthropic/election_questions,Hidden States,20,1,0,16k,0.9798330701556508
Anthropic/election_questions,Hidden States,20,0,20,16k,0.9865474900686168
Anthropic/election_questions,Hidden States,31,0,20,16k,0.9664187514086094
Anthropic/election_questions,Hidden States,31,1,50,16k,0.9731531531531532
Anthropic/election_questions,Hidden States,31,1,20,16k,0.973124098124098
Anthropic/election_questions,Hidden States,31,0,50,16k,0.9597297297297296
Anthropic/election_questions,Hidden States,31,1,0,16k,0.9798621435329098
Anthropic/election_questions,Hidden States,31,0,0,16k,0.9664429530201344
Anthropic/election_questions,Hidden States,31,0,20,16k,0.966388450259418
Anthropic/election_questions,Hidden States,31,0,0,16k,0.9798512508451656
Anthropic/election_questions,Hidden States,31,0,50,16k,0.9530116682434564
Anthropic/election_questions,Hidden States,31,1,20,16k,0.973124098124098
Anthropic/election_questions,Hidden States,31,1,0,16k,0.973124098124098
Anthropic/election_questions,Hidden States,31,1,50,16k,0.9395864305987296
Anthropic/election_questions,Hidden States,5,0,50,16k,0.9529862519720532
Anthropic/election_questions,Hidden States,5,0,20,16k,0.9730560578661844
Anthropic/election_questions,Hidden States,5,1,50,16k,0.9529862519720532
Anthropic/election_questions,Hidden States,5,1,20,16k,0.9663459366671184
Anthropic/election_questions,Hidden States,5,1,0,16k,0.9596861471861472
Anthropic/election_questions,Hidden States,5,0,0,16k,0.9529862519720532
Anthropic/election_questions,Hidden States,5,1,20,65k,0.973124098124098
Anthropic/election_questions,Hidden States,5,1,0,65k,0.9664369058881832
Anthropic/election_questions,Hidden States,5,0,50,65k,0.9597152126892574
Anthropic/election_questions,Hidden States,5,0,0,65k,0.9664369058881832
Anthropic/election_questions,Hidden States,5,1,50,65k,0.973124098124098
Anthropic/election_questions,Hidden States,5,0,20,65k,0.9664187514086094
Anthropic/election_questions,Hidden States,9,1,50,16k,0.973124098124098
Anthropic/election_questions,Hidden States,9,0,20,16k,0.986562049062049
Anthropic/election_questions,Hidden States,9,1,20,16k,0.9798512508451656
Anthropic/election_questions,Hidden States,9,0,0,16k,0.9730560578661844
Anthropic/election_questions,Hidden States,9,1,0,16k,0.9730560578661844
Anthropic/election_questions,Hidden States,9,0,50,16k,0.973124098124098
Anthropic/election_questions,Hidden States,9,0,0,16k,0.9932776900518836
Anthropic/election_questions,Hidden States,9,1,50,16k,0.9798075620002712
Anthropic/election_questions,Hidden States,9,0,20,16k,0.9798330701556508
Anthropic/election_questions,Hidden States,9,0,50,16k,0.9798075620002712
Anthropic/election_questions,Hidden States,9,1,0,16k,0.9932776900518836
Anthropic/election_questions,Hidden States,9,1,20,16k,0.9798330701556508
Anthropic/election_questions,SAE Features,12,0,50,65k,1.0
Anthropic/election_questions,SAE Features,19,0,50,65k,0.9798512508451656
Anthropic/election_questions,SAE Features,5,0,50,65k,0.9865474900686168
SetFit/tweet_eval_stance_abortion,Hidden States,12,0,50,16k,0.6573421258783777
SetFit/tweet_eval_stance_abortion,Hidden States,12,1,50,16k,0.6662532568044379
SetFit/tweet_eval_stance_abortion,Hidden States,12,1,0,16k,0.6965353524557427
SetFit/tweet_eval_stance_abortion,Hidden States,12,0,20,16k,0.6010364226853522
SetFit/tweet_eval_stance_abortion,Hidden States,12,0,0,16k,0.6847954574783843
SetFit/tweet_eval_stance_abortion,Hidden States,12,1,20,16k,0.625671154630763
SetFit/tweet_eval_stance_abortion,Hidden States,12,1,0,65k,0.6951039849902224
SetFit/tweet_eval_stance_abortion,Hidden States,12,0,0,65k,0.6867709509218942
SetFit/tweet_eval_stance_abortion,Hidden States,12,1,20,65k,0.6805955457118248
SetFit/tweet_eval_stance_abortion,Hidden States,12,0,20,65k,0.6805901457025727
SetFit/tweet_eval_stance_abortion,Hidden States,12,0,50,65k,0.6108679101636848
SetFit/tweet_eval_stance_abortion,Hidden States,12,1,50,65k,0.5981439105008899
SetFit/tweet_eval_stance_abortion,Hidden States,19,1,50,16k,0.7047505668934241
SetFit/tweet_eval_stance_abortion,Hidden States,19,1,20,16k,0.5534391534391535
SetFit/tweet_eval_stance_abortion,Hidden States,19,0,0,16k,0.7262757444575626
SetFit/tweet_eval_stance_abortion,Hidden States,19,0,20,16k,0.6324242299399883
SetFit/tweet_eval_stance_abortion,Hidden States,19,1,0,16k,0.7207024653833164
SetFit/tweet_eval_stance_abortion,Hidden States,19,0,50,16k,0.6949126299491263
SetFit/tweet_eval_stance_abortion,Hidden States,19,0,50,65k,0.7019579746852475
SetFit/tweet_eval_stance_abortion,Hidden States,19,0,20,65k,0.6654755395870758
SetFit/tweet_eval_stance_abortion,Hidden States,19,0,0,65k,0.6088080652849815
SetFit/tweet_eval_stance_abortion,Hidden States,19,1,0,65k,0.5965757510209165
SetFit/tweet_eval_stance_abortion,Hidden States,19,1,50,65k,0.6466656807426283
SetFit/tweet_eval_stance_abortion,Hidden States,19,1,20,65k,0.602825802327859
SetFit/tweet_eval_stance_abortion,Hidden States,20,0,0,16k,0.7476478494623656
SetFit/tweet_eval_stance_abortion,Hidden States,20,1,20,16k,0.7004134150873281
SetFit/tweet_eval_stance_abortion,Hidden States,20,1,0,16k,0.758283657929863
SetFit/tweet_eval_stance_abortion,Hidden States,20,0,50,16k,0.7042974386724387
SetFit/tweet_eval_stance_abortion,Hidden States,20,1,50,16k,0.6638409479830423
SetFit/tweet_eval_stance_abortion,Hidden States,20,0,20,16k,0.7312589496497542
SetFit/tweet_eval_stance_abortion,Hidden States,20,1,0,16k,0.6834572761738116
SetFit/tweet_eval_stance_abortion,Hidden States,20,0,50,16k,0.6346741275376423
SetFit/tweet_eval_stance_abortion,Hidden States,20,1,20,16k,0.7013199872730868
SetFit/tweet_eval_stance_abortion,Hidden States,20,0,20,16k,0.7318927571028411
SetFit/tweet_eval_stance_abortion,Hidden States,20,1,50,16k,0.6396843171759184
SetFit/tweet_eval_stance_abortion,Hidden States,20,0,0,16k,0.6798572659037775
SetFit/tweet_eval_stance_abortion,Hidden States,31,0,20,16k,0.7321610435218865
SetFit/tweet_eval_stance_abortion,Hidden States,31,1,0,16k,0.674978567054501
SetFit/tweet_eval_stance_abortion,Hidden States,31,1,20,16k,0.7301866151866152
SetFit/tweet_eval_stance_abortion,Hidden States,31,0,0,16k,0.6202189156230946
SetFit/tweet_eval_stance_abortion,Hidden States,31,1,50,16k,0.7522781330120779
SetFit/tweet_eval_stance_abortion,Hidden States,31,0,50,16k,0.6810743475222556
SetFit/tweet_eval_stance_abortion,Hidden States,31,0,50,16k,0.7288598644226273
SetFit/tweet_eval_stance_abortion,Hidden States,31,1,0,16k,0.7113495106236941
SetFit/tweet_eval_stance_abortion,Hidden States,31,0,20,16k,0.740878012724057
SetFit/tweet_eval_stance_abortion,Hidden States,31,1,50,16k,0.7406811410390736
SetFit/tweet_eval_stance_abortion,Hidden States,31,1,20,16k,0.7720445736434108
SetFit/tweet_eval_stance_abortion,Hidden States,31,0,0,16k,0.7016676770884457
SetFit/tweet_eval_stance_abortion,Hidden States,5,0,0,16k,0.6449164176693855
SetFit/tweet_eval_stance_abortion,Hidden States,5,0,20,16k,0.6161090572305525
SetFit/tweet_eval_stance_abortion,Hidden States,5,0,50,16k,0.686901375411748
SetFit/tweet_eval_stance_abortion,Hidden States,5,1,20,16k,0.6387559808612441
SetFit/tweet_eval_stance_abortion,Hidden States,5,1,50,16k,0.6282589818467139
SetFit/tweet_eval_stance_abortion,Hidden States,5,1,0,16k,0.6146997929606626
SetFit/tweet_eval_stance_abortion,Hidden States,5,1,20,65k,0.6462617243867245
SetFit/tweet_eval_stance_abortion,Hidden States,5,0,0,65k,0.5831877115798418
SetFit/tweet_eval_stance_abortion,Hidden States,5,1,0,65k,0.5855921855921856
SetFit/tweet_eval_stance_abortion,Hidden States,5,0,50,65k,0.6263689953593378
SetFit/tweet_eval_stance_abortion,Hidden States,5,0,20,65k,0.6407203907203907
SetFit/tweet_eval_stance_abortion,Hidden States,5,1,50,65k,0.6314049324544077
SetFit/tweet_eval_stance_abortion,Hidden States,9,0,20,16k,0.6697866697866698
SetFit/tweet_eval_stance_abortion,Hidden States,9,0,0,16k,0.620787198348174
SetFit/tweet_eval_stance_abortion,Hidden States,9,0,50,16k,0.646335908100614
SetFit/tweet_eval_stance_abortion,Hidden States,9,1,0,16k,0.6666666666666666
SetFit/tweet_eval_stance_abortion,Hidden States,9,1,20,16k,0.6598763854577808
SetFit/tweet_eval_stance_abortion,Hidden States,9,1,50,16k,0.6550522648083623
SetFit/tweet_eval_stance_abortion,Hidden States,9,1,20,16k,0.7349547495087704
SetFit/tweet_eval_stance_abortion,Hidden States,9,0,50,16k,0.6834669391553808
SetFit/tweet_eval_stance_abortion,Hidden States,9,1,0,16k,0.6875150840063121
SetFit/tweet_eval_stance_abortion,Hidden States,9,0,0,16k,0.6577639580386178
SetFit/tweet_eval_stance_abortion,Hidden States,9,1,50,16k,0.743939393939394
SetFit/tweet_eval_stance_abortion,Hidden States,9,0,20,16k,0.6913297737096364
SetFit/tweet_eval_stance_abortion,SAE Features,12,0,0,16k,0.7173398517828735
SetFit/tweet_eval_stance_abortion,SAE Features,19,0,0,16k,0.6306348153063481
SetFit/tweet_eval_stance_abortion,SAE Features,20,0,0,16k,0.7319349097381135
SetFit/tweet_eval_stance_abortion,SAE Features,20,0,0,16k,0.642156862745098
SetFit/tweet_eval_stance_abortion,SAE Features,31,0,0,16k,0.7775489928406748
SetFit/tweet_eval_stance_abortion,SAE Features,31,0,0,16k,0.6599019110434635
SetFit/tweet_eval_stance_abortion,SAE Features,5,0,0,16k,0.6066571110049371
SetFit/tweet_eval_stance_abortion,SAE Features,9,0,0,16k,0.6911013447524604
SetFit/tweet_eval_stance_abortion,SAE Features,9,0,0,16k,0.7002188049317156
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,16k,0.6491587539563551
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,16k,0.4748966087675765
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,16k,0.6712419959944711
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,16k,0.620367068260638
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,16k,0.5469553094353397
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,16k,0.4487685539509472
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,16k,0.7305179237800684
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,16k,0.6174606538113309
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,16k,0.6033677298110656
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,16k,0.5419002761699391
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,16k,0.5221269620589927
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,16k,0.5875452933466965
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,16k,0.4896744499867467
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,16k,0.5616676571946072
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,16k,0.7299007019346003
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,16k,0.7638685819332222
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,16k,0.5882941610453047
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,16k,0.6036546259516716
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,16k,0.6244705115672856
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,16k,0.5586847187367682
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,16k,0.568029758306145
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,16k,0.481337490098767
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,16k,0.5186234817813765
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,16k,0.4947368421052632
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,16k,0.7241461451794624
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,16k,0.4479016901805507
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,16k,0.6432064966624628
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,16k,0.5179508726567551
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,16k,0.5518929782495674
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,16k,0.7647865469974363
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,16k,0.5222006897235296
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,16k,0.5948558191548846
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,16k,0.5538836149101636
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,16k,0.6206212507401973
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,16k,0.6567625116581641
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,16k,0.6787090904737964
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,16k,0.4884236880592945
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,16k,0.5732525112425326
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,16k,0.6082818532818534
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,16k,0.561801903976355
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,16k,0.65936035290874
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,16k,0.6343070150069089
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,16k,0.6662994422994424
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,16k,0.6378915202444614
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,16k,0.4487599698322175
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,16k,0.5944947206750145
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,16k,0.5985691982829352
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,16k,0.5343378939151157
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,65k,0.5107731792897535
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,65k,0.6659750719901095
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,65k,0.5179251443386285
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,65k,0.6713790795537012
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,65k,0.6796584975155762
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,65k,0.5661672053436759
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,65k,0.6464962121212121
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,65k,0.5229606738558936
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,65k,0.6494767398266867
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,65k,0.612061853378676
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,65k,0.4891845627139744
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,65k,0.6824361749586076
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,65k,0.554466085090706
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,65k,0.5274885608218941
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,65k,0.558246875587829
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,65k,0.6174657827569077
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,65k,0.6264957264957265
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,65k,0.5640830565639402
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,65k,0.6214518188934207
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,65k,0.724121928508768
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,65k,0.6390673530673531
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,65k,0.5178708264915162
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,65k,0.6779143643550422
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,65k,0.5212953697729595
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,65k,0.5225378787878787
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,65k,0.5590893808285112
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,65k,0.5062631688522504
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,65k,0.6707021926457664
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,65k,0.6417292725331654
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,65k,0.6098172458172458
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,65k,0.5225435611918755
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,0,65k,0.5347442680776014
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,65k,0.5463281927173176
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,65k,0.5793010752688171
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,65k,0.621421771482971
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,65k,0.7172306765802702
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,65k,0.7126905071715948
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,65k,0.5776995951132405
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,65k,0.5531172332205486
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,65k,0.5657305657305657
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,65k,0.6648180851173694
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,20,65k,0.4384615384615384
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,50,65k,0.5693568726355612
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,65k,0.4213955443463639
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,65k,0.5978385414636808
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,50,65k,0.5702014505603737
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,1,0,65k,0.51247255081465
cardiffnlp/tweet_sentiment_multilingual,Hidden States,12,0,20,65k,0.5105739584156851
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,16k,0.5702204228520018
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,20,16k,0.5982425047416725
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,16k,0.5860063259962148
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,16k,0.567565408686904
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,16k,0.5951791788241741
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,16k,0.5500606521812719
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,16k,0.4187264880334187
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,20,16k,0.5799944290510327
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,50,16k,0.5552202144805356
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,0,16k,0.5396753499072552
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,0,0,16k,0.5511388365007979
cardiffnlp/tweet_sentiment_multilingual,Hidden States,19,1,50,16k,0.6779127305443096
